text,label,language,style
I have no safe shelter or roof over my head tonight please send police now.,NO_SAFE_PLACE_HOMELESSNESS,en,conversational_augmented
Excuse me... the local panchayat has ordered a complete social boycott please help immediately.,SOCIAL_COMMUNITY_PRESSURE,en,conversational_augmented
Ma'am... I don't know the exact landmark around me,UNCERTAINTY_UNCLEAR_INFO,en,conversational_augmented
an aggressive person is standing at my doorstep,IMMEDIATE_PHYSICAL_DANGER,en,direct_seed
please... no safe place to sleep tonight stranded on footpath mujhe samajh nahi aa raha kya karu.,NO_SAFE_PLACE_HOMELESSNESS,hinglish,conversational_augmented
कहा अगर पैसे नहीं दिए तो बदनाम कर दूंगा प्लीज कुछ कीजिए।,COERCION_BLACKMAIL,hi,conversational_augmented
stalking me continuously for past two weeks jaldi kuch kijiye.,STALKING_FOLLOWING,hinglish,conversational_augmented
warning de raha hai ki sabak sikhayega,THREAT_INTIMIDATION,hinglish,conversational_augmented
Please hear me... someone is banging on my door threatening to break in,IMMEDIATE_PHYSICAL_DANGER,en,conversational_augmented
urgent hai... domestic violence ho rahi hai mere sath ghar par,DOMESTIC_FAMILY_VIOLENCE,hinglish,conversational_augmented
he hit me violently on my face,PHYSICAL_VIOLENCE_INJURY,hinglish,conversational_augmented
hello... situation control me hai tension ki baat nahi hai send help immediately.,CURRENT_SAFETY_REASSURANCE,hinglish,conversational_augmented
Ma'am... my spouse locked me inside without water and hit me,DOMESTIC_FAMILY_VIOLENCE,en,conversational_augmented
I need urgent help... he is attempting to force his way inside,IMMEDIATE_PHYSICAL_DANGER,en,conversational_augmented
उसने मुझे कोई नुकसान नहीं पहुंचाया सब सामान्य है मैं सच कह रहा हूं।,NEUTRAL_NO_INDICATOR,hi,conversational_augmented
हेल्प कीजिए... पीसीआर वैन को अलर्ट करके भेजो जल्दी,REQUEST_POLICE_EMERGENCY_HELP,hi,conversational_augmented
arre... punched and kicked me repeatedly,PHYSICAL_VIOLENCE_INJURY,hinglish,conversational_augmented
कन्फ्यूज हूं शायद कल या परसों की बात है मुझे समझ नहीं आ रहा क्या करूं।,UNCERTAINTY_UNCLEAR_INFO,hi,conversational_augmented
हेल्प कीजिए... पीसीआर वैन को अलर्ट करके भेजो जल्दी तुरंत मदद चाहिए।,REQUEST_POLICE_EMERGENCY_HELP,hi,conversational_augmented
listen... completely isolated and stranded without contacts jaldi kuch kijiye.,ISOLATION_NO_SUPPORT,hinglish,conversational_augmented
urgent hai... police protection chahiye urgent basis pe kya aap sun rahe ho?,REQUEST_POLICE_EMERGENCY_HELP,hinglish,conversational_augmented
pregnant lady hai ghar pe aur small kids hain send help immediately.,CHILD_ELDERLY_DISABILITY_VULNERABILITY,hinglish,conversational_augmented
कृपया ध्यान दीजिए... पूरे गांव और पंचायत ने हमारा बहिष्कार कर दिया है क्या आप सुन रहे हैं?,SOCIAL_COMMUNITY_PRESSURE,hi,conversational_augmented
he attempted to sexually assault me,SEXUAL_VIOLENCE_HARASSMENT,en,conversational_augmented
नमस्ते... कहता है अगर शिकायत की तो ज़िंदा नहीं छोड़ेगा जल्दी पुलिस भेजिए।,THREAT_INTIMIDATION,hi,conversational_augmented
I am trapped in an abusive marriage with constant violence please do something quickly.,DOMESTIC_FAMILY_VIOLENCE,en,conversational_augmented
I don't want to live anymore please do something quickly.,SELF_HARM_CONCERN,en,conversational_augmented
Sir... he followed my vehicle for over five kilometers are you listening?,STALKING_FOLLOWING,en,conversational_augmented
I need urgent help... he assaulted me while abusing my marginalized identity,DISCRIMINATION_CASTE_VULNERABILITY,en,conversational_augmented
Officer... I am a victim of severe domestic violence at home please help immediately.,DOMESTIC_FAMILY_VIOLENCE,en,conversational_augmented
उसने मुझे गलत तरीके से छुआ,SEXUAL_VIOLENCE_HARASSMENT,hi,conversational_augmented
not sure what happened exactly unclear memory send help immediately.,UNCERTAINTY_UNCLEAR_INFO,hinglish,conversational_augmented
Please hear me... I am isolated in this house with zero support,ISOLATION_NO_SUPPORT,en,conversational_augmented
arre... confused state me hu exact time nahi pata send help immediately.,UNCERTAINTY_UNCLEAR_INFO,hinglish,conversational_augmented
hello... casteist slurs use karke publically insult kiya please madad karo.,DISCRIMINATION_CASTE_VULNERABILITY,hinglish,conversational_augmented
मैडम... बहुत उलझन में हूं सही जानकारी नहीं दे पा रही,UNCERTAINTY_UNCLEAR_INFO,hi,conversational_augmented
Please listen... requesting legal aid assistance for filing case I don't know what to do.,REQUEST_COUNSELLING_LEGAL_MEDICAL,en,conversational_augmented
सुरक्षा दीजिए हमें पुलिस की सख्त जरूरत है मैं सच कह रहा हूं।,REQUEST_POLICE_EMERGENCY_HELP,hi,conversational_augmented
community elders are pressurizing us to withdraw the complaint,SOCIAL_COMMUNITY_PRESSURE,en,direct_seed
Ma'am... he sent non-consensual explicit photos please send police now.,SEXUAL_VIOLENCE_HARASSMENT,en,conversational_augmented
खून करने की खुली धमकी दे रहा है क्या आप सुन रहे हैं?,THREAT_INTIMIDATION,hi,conversational_augmented
हेल्प कीजिए... वो कह रहा है कि बाहर निकलते ही हमला करेगा,THREAT_INTIMIDATION,hi,conversational_augmented
hello... abhi safe location par pahuch gaya hu jaldi kuch kijiye.,CURRENT_SAFETY_REASSURANCE,hinglish,conversational_augmented
patient is unconscious please dispatch medical team mujhe samajh nahi aa raha kya karu.,MEDICAL_EMERGENCY,hinglish,conversational_augmented
sir... he threatened me but I am safe now,CURRENT_SAFETY_REASSURANCE,hinglish,conversational_augmented
stalking me continuously for past two weeks jaldi kuch kijiye.,STALKING_FOLLOWING,hinglish,conversational_augmented
he threatened me but I am safe now प्लीज कुछ कीजिए।,CURRENT_SAFETY_REASSURANCE,hi,conversational_augmented
सर... गंदी हरकतें और अश्लील इशारे कर रहा है,SEXUAL_VIOLENCE_HARASSMENT,hi,conversational_augmented
मैं बहुत परेशान हूं... हाथ पैर कांप रहे हैं घबराहट से क्या आप सुन रहे हैं?,FEAR_DISTRESS_PANIC,hi,conversational_augmented
मैं बहुत परेशान हूं... डर के मारे कमरे में छिपी हूं,FEAR_DISTRESS_PANIC,hi,conversational_augmented
मैडम... पुलिस आ गई है अब स्थिति नियंत्रण में है,CURRENT_SAFETY_REASSURANCE,hi,conversational_augmented
peecha karke darwaaze tak aa gaya,STALKING_FOLLOWING,hinglish,conversational_augmented
कृपया ध्यान दीजिए... काउंसलर से बात करा दीजिए मानसिक तनाव के लिए,REQUEST_COUNSELLING_LEGAL_MEDICAL,hi,conversational_augmented
I need urgent help... she did not threaten anyone please do something quickly.,NEUTRAL_NO_INDICATOR,en,conversational_augmented
Help me... there is no hope left for me I want to die,SELF_HARM_CONCERN,en,conversational_augmented
पहले लगा कि सब ठीक है लेकिन अचानक फिर झगड़ा शुरू हो गया,CONTRADICTORY_CHANGING_SITUATION,hi,direct_seed
arre... coercing me into doing things against my consent,COERCION_BLACKMAIL,hinglish,conversational_augmented
sir... landlord threw all luggage out on the street kya aap sun rahe ho?,NO_SAFE_PLACE_HOMELESSNESS,hinglish,conversational_augmented
please... darr ki koi baat nahi hai normal hu,NEUTRAL_NO_INDICATOR,hinglish,conversational_augmented
please... kripya apna address aur grievance details share karein,NEUTRAL_NO_INDICATOR,hinglish,conversational_augmented
help kijiye... ek ladka roz mera peecha karta hai office se ghar jaldi kuch kijiye.,STALKING_FOLLOWING,hinglish,conversational_augmented
मैडम... घर से निकाल दिया गया है सड़क पर बैठी हूं क्या आप सुन रहे हैं?,NO_SAFE_PLACE_HOMELESSNESS,hi,conversational_augmented
Please hear me... a group of village leaders is threatening our household,SOCIAL_COMMUNITY_PRESSURE,en,conversational_augmented
husband roz daaru peeke marpeet karta hai,DOMESTIC_FAMILY_VIOLENCE,hinglish,direct_seed
listen... husband locked me in the room without food mujhe samajh nahi aa raha kya karu.,DOMESTIC_FAMILY_VIOLENCE,hinglish,conversational_augmented
dhamki de raha hai ghar jala dunga,THREAT_INTIMIDATION,hinglish,direct_seed
listen... peecha karke darwaaze tak aa gaya jaldi kuch kijiye.,STALKING_FOLLOWING,hinglish,conversational_augmented
पहले लगा कि सब ठीक है लेकिन अचानक फिर झगड़ा शुरू हो गया,CONTRADICTORY_CHANGING_SITUATION,hi,conversational_augmented
नमस्ते... छाती में तेज दर्द है और बहुत ज्यादा खून बह रहा है मैं सच कह रहा हूं।,MEDICAL_EMERGENCY,hi,conversational_augmented
mai bohot pareshan hu... forced himself on me without consent please madad karo.,SEXUAL_VIOLENCE_HARASSMENT,hinglish,conversational_augmented
suniye... dispatch 112 emergency police unit right now mai sach bol raha hu.,REQUEST_POLICE_EMERGENCY_HELP,hinglish,conversational_augmented
मेरी बात सुनिए... वो हथियार लेकर बाहर खड़ा है प्लीज कुछ कीजिए।,IMMEDIATE_PHYSICAL_DANGER,hi,conversational_augmented
हेल्प कीजिए... ब्लैकमेल करके लगातार दबाव बना रहा है प्लीज कुछ कीजिए।,COERCION_BLACKMAIL,hi,conversational_augmented
Sir... he threatened to leak sensitive personal videos online please send police now.,COERCION_BLACKMAIL,en,conversational_augmented
a man threatened me with a knife,THREAT_INTIMIDATION,en,conversational_augmented
Please listen... the person fluctuates unpredictably between calm and rage,CONTRADICTORY_CHANGING_SITUATION,en,conversational_augmented
he tried to force himself onto me,SEXUAL_VIOLENCE_HARASSMENT,en,conversational_augmented
मैं अपने आप को नुकसान पहुंचा लूंगी मुझे समझ नहीं आ रहा क्या करूं।,SELF_HARM_CONCERN,hi,conversational_augmented
हेल्प कीजिए... मोहल्ले के लोग मिलकर धमकी दे रहे हैं तुरंत मदद चाहिए।,SOCIAL_COMMUNITY_PRESSURE,hi,conversational_augmented
Hello... my family members are physically abusing me I am telling the truth.,DOMESTIC_FAMILY_VIOLENCE,en,conversational_augmented
hello... ek ladka roz mera peecha karta hai office se ghar send help immediately.,STALKING_FOLLOWING,hinglish,conversational_augmented
I am uncertain and confused about what transpired,UNCERTAINTY_UNCLEAR_INFO,en,direct_seed
please send police immediately to my location please madad karo.,REQUEST_POLICE_EMERGENCY_HELP,hinglish,conversational_augmented
हेल्प कीजिए... सास और ससुर घर में बंद करके मारते हैं मैं सच कह रहा हूं।,DOMESTIC_FAMILY_VIOLENCE,hi,conversational_augmented
मैडम... ऑपरेटर: कृपया अपना नाम और फोन नंबर दर्ज कराएं जल्दी पुलिस भेजिए।,NEUTRAL_NO_INDICATOR,hi,conversational_augmented
Ma'am... we were denied access to the public well due to our caste are you listening?,DISCRIMINATION_CASTE_VULNERABILITY,en,conversational_augmented
अकेले कमरे में बंद हूं कोई रिश्तेदार नहीं है,ISOLATION_NO_SUPPORT,hi,direct_seed
Officer... I feel like committing suicide please send police now.,SELF_HARM_CONCERN,en,conversational_augmented
landlord threw all luggage out on the street please madad karo.,NO_SAFE_PLACE_HOMELESSNESS,hinglish,conversational_augmented
मैडम... मेट्रो स्टेशन से घर तक फॉलो कर रहा है मुझे समझ नहीं आ रहा क्या करूं।,STALKING_FOLLOWING,hi,conversational_augmented
he touched me inappropriately against my will I don't know what to do.,SEXUAL_VIOLENCE_HARASSMENT,en,conversational_augmented
please dispatch police to my location immediately,REQUEST_POLICE_EMERGENCY_HELP,en,conversational_augmented
सुनिए... रात में सड़क पर खड़ी हूं कोई सुरक्षित जगह नहीं है,NO_SAFE_PLACE_HOMELESSNESS,hi,conversational_augmented
Please listen... I feel completely helpless and scared,FEAR_DISTRESS_PANIC,en,conversational_augmented
सर... बुजुर्ग माता-पिता हैं जो चलने में असमर्थ हैं तुरंत मदद चाहिए।,CHILD_ELDERLY_DISABILITY_VULNERABILITY,hi,conversational_augmented
please... minor child ki safety at high risk right now,CHILD_ELDERLY_DISABILITY_VULNERABILITY,hinglish,conversational_augmented
my husband beats me violently every day please help immediately.,DOMESTIC_FAMILY_VIOLENCE,en,conversational_augmented
अरे... जातिसूचक गालियां देकर अपमानित किया गया मुझे समझ नहीं आ रहा क्या करूं।,DISCRIMINATION_CASTE_VULNERABILITY,hi,conversational_augmented
arre... mere sath discrimination ho raha hai office me send help immediately.,DISCRIMINATION_CASTE_VULNERABILITY,hinglish,conversational_augmented
नमस्ते... दिव्यांग व्यक्ति पर हमला किया गया है मुझे समझ नहीं आ रहा क्या करूं।,CHILD_ELDERLY_DISABILITY_VULNERABILITY,hi,conversational_augmented
he threatened me but I am safe now please do something quickly.,CURRENT_SAFETY_REASSURANCE,en,conversational_augmented
help kijiye... patient is unconscious please dispatch medical team kya aap sun rahe ho?,MEDICAL_EMERGENCY,hinglish,conversational_augmented
abhi safe location par pahuch gaya hu kya aap sun rahe ho?,CURRENT_SAFETY_REASSURANCE,hinglish,conversational_augmented
कोई कई दिनों से मेरा पीछा कर रहा है,STALKING_FOLLOWING,hi,conversational_augmented
ghabrahat se saans phool rahi hai,FEAR_DISTRESS_PANIC,hinglish,direct_seed
I feel completely helpless and scared please help immediately.,FEAR_DISTRESS_PANIC,en,conversational_augmented
he has broken the latch of the gate please madad karo.,IMMEDIATE_PHYSICAL_DANGER,hinglish,conversational_augmented
मेरी बात सुनिए... लीगल एड और कोर्ट प्रक्रिया की जानकारी चाहिए मुझे समझ नहीं आ रहा क्या करूं।,REQUEST_COUNSELLING_LEGAL_MEDICAL,hi,conversational_augmented
bohot dar lag raha hai please help,FEAR_DISTRESS_PANIC,hinglish,conversational_augmented
दहेज न लाने पर घर से निकालने की धमकी दी जल्दी पुलिस भेजिए।,DOMESTIC_FAMILY_VIOLENCE,hi,conversational_augmented
Please hear me... the person fluctuates unpredictably between calm and rage,CONTRADICTORY_CHANGING_SITUATION,en,conversational_augmented
Help me... I am stranded and all alone in this situation I am telling the truth.,ISOLATION_NO_SUPPORT,en,conversational_augmented
mai bohot pareshan hu... abhi safe location par pahuch gaya hu please madad karo.,CURRENT_SAFETY_REASSURANCE,hinglish,conversational_augmented
Sir... my husband beats me violently every day I am telling the truth.,DOMESTIC_FAMILY_VIOLENCE,en,conversational_augmented
neech jaati bolkar insult aur discriminate kar rahe,DISCRIMINATION_CASTE_VULNERABILITY,hinglish,direct_seed
hello... mob bahar khadi hai attack karne ke liye,IMMEDIATE_PHYSICAL_DANGER,hinglish,conversational_augmented
madam... mere sath discrimination ho raha hai office me,DISCRIMINATION_CASTE_VULNERABILITY,hinglish,conversational_augmented
sir... sasural me roz torture kiya ja raha hai kya aap sun rahe ho?,DOMESTIC_FAMILY_VIOLENCE,hinglish,conversational_augmented
पहले लगा कि सब ठीक है लेकिन अचानक फिर झगड़ा शुरू हो गया मुझे समझ नहीं आ रहा क्या करूं।,CONTRADICTORY_CHANGING_SITUATION,hi,conversational_augmented
मैडम... ससुराल वाले दहेज के लिए प्रताड़ित कर रहे हैं तुरंत मदद चाहिए।,DOMESTIC_FAMILY_VIOLENCE,hi,conversational_augmented
सिर पर गहरी चोट है और उल्टियां हो रही हैं,MEDICAL_EMERGENCY,hi,conversational_augmented
Officer... he is trying to climb through the window,IMMEDIATE_PHYSICAL_DANGER,en,conversational_augmented
heavy bleeding ho rahi hai ambulance chahiye turant,MEDICAL_EMERGENCY,hinglish,direct_seed
Please listen... he is blackmailing me with private photographs are you listening?,COERCION_BLACKMAIL,en,conversational_augmented
have no family or friends to support me here please madad karo.,ISOLATION_NO_SUPPORT,hinglish,conversational_augmented
please... darr ke maare haath kaanp rahe hain mai sach bol raha hu.,FEAR_DISTRESS_PANIC,hinglish,conversational_augmented
मेरी बात सुनिए... बहुत उलझन में हूं सही जानकारी नहीं दे पा रही,UNCERTAINTY_UNCLEAR_INFO,hi,conversational_augmented
suniye... mujhe exact location yaad nahi aa rahi confuse hu mai sach bol raha hu.,UNCERTAINTY_UNCLEAR_INFO,hinglish,conversational_augmented
mai bohot pareshan hu... need immediate pulis intervention and escort mujhe samajh nahi aa raha kya karu.,REQUEST_POLICE_EMERGENCY_HELP,hinglish,conversational_augmented
roz ghar ke bahar khada rehta hai bike leke,STALKING_FOLLOWING,hinglish,conversational_augmented
Help me... I cannot clearly recall the exact details or location,UNCERTAINTY_UNCLEAR_INFO,en,conversational_augmented
वो मुझे ब्लैकमेल कर रहा है पैसों के लिए,COERCION_BLACKMAIL,hi,conversational_augmented
help kijiye... no safe place to sleep tonight stranded on footpath,NO_SAFE_PLACE_HOMELESSNESS,hinglish,conversational_augmented
धमका कर पैसे मांग रहा है,THREAT_INTIMIDATION,hi,conversational_augmented
Please hear me... unstable and fluctuating circumstances right now I am telling the truth.,CONTRADICTORY_CHANGING_SITUATION,en,conversational_augmented
मैं पुलिस स्टेशन पहुंच चुका हूं और सेफ हूं,CURRENT_SAFETY_REASSURANCE,hi,conversational_augmented
hello... koi madad karne wala nahi hai bilkul akeli hu mujhe samajh nahi aa raha kya karu.,ISOLATION_NO_SUPPORT,hinglish,conversational_augmented
mai bohot pareshan hu... minor child ki safety at high risk right now jaldi kuch kijiye.,CHILD_ELDERLY_DISABILITY_VULNERABILITY,hinglish,conversational_augmented
सर... पति रोज शराब पीकर मारपीट करता है क्या आप सुन रहे हैं?,DOMESTIC_FAMILY_VIOLENCE,hi,conversational_augmented
मेरी बात सुनिए... मैं यहां बिल्कुल अकेली हूं कोई मदद करने वाला नहीं,ISOLATION_NO_SUPPORT,hi,conversational_augmented
he threatened severe physical consequences please send police now.,THREAT_INTIMIDATION,en,conversational_augmented
प्लीज... उसने मेरा गला दबाने की कोशिश की मैं सच कह रहा हूं।,PHYSICAL_VIOLENCE_INJURY,hi,conversational_augmented
"Help me... the PCR unit is here with me, I am protected I am telling the truth.",CURRENT_SAFETY_REASSURANCE,en,conversational_augmented
Sir... facing continuous discrimination and harassment based on my caste,DISCRIMINATION_CASTE_VULNERABILITY,en,conversational_augmented
body pe bohot injuries hain marpeet hui hai,PHYSICAL_VIOLENCE_INJURY,hinglish,direct_seed
मेरी बात सुनिए... किराए के कमरे से जबरन सामान फेंक कर निकाल दिया,NO_SAFE_PLACE_HOMELESSNESS,hi,conversational_augmented
I cannot calm down because of fear,FEAR_DISTRESS_PANIC,en,direct_seed
I was sexually harassed on my way home please send police now.,SEXUAL_VIOLENCE_HARASSMENT,en,conversational_augmented
बुजुर्ग माता-पिता हैं जो चलने में असमर्थ हैं प्लीज कुछ कीजिए।,CHILD_ELDERLY_DISABILITY_VULNERABILITY,hi,conversational_augmented
मैडम... मैं अब और जीना नहीं चाहती क्या आप सुन रहे हैं?,SELF_HARM_CONCERN,hi,conversational_augmented
Help me... the information is hazy and I cannot be sure,UNCERTAINTY_UNCLEAR_INFO,en,conversational_augmented
he is attacking the security gate right now,IMMEDIATE_PHYSICAL_DANGER,en,direct_seed
I need urgent help... he grabbed me forcefully and made sexual remarks I don't know what to do.,SEXUAL_VIOLENCE_HARASSMENT,en,conversational_augmented
हम केवल समय और तारीख की जानकारी के लिए कॉल किए हैं तुरंत मदद चाहिए।,NEUTRAL_NO_INDICATOR,hi,conversational_augmented
Sir... he threatened me but I am safe now,CURRENT_SAFETY_REASSURANCE,en,conversational_augmented
I need urgent help... someone threatened me,THREAT_INTIMIDATION,en,conversational_augmented
सर... रहने का कोई ठिकाना नहीं है बेघर हो गई हूं,NO_SAFE_PLACE_HOMELESSNESS,hi,conversational_augmented
Officer... I am being extorted and coerced under threat of defamation,COERCION_BLACKMAIL,en,conversational_augmented
he threatened me but I am safe now,CURRENT_SAFETY_REASSURANCE,hinglish,direct_seed
सुरक्षा दीजिए हमें पुलिस की सख्त जरूरत है,REQUEST_POLICE_EMERGENCY_HELP,hi,direct_seed
I need urgent help... they subject us to discrimination and untouchability practices,DISCRIMINATION_CASTE_VULNERABILITY,en,conversational_augmented
listen... peecha karke darwaaze tak aa gaya kya aap sun rahe ho?,STALKING_FOLLOWING,hinglish,conversational_augmented
I need urgent help... the information is hazy and I cannot be sure I am telling the truth.,UNCERTAINTY_UNCLEAR_INFO,en,conversational_augmented
arre... pcr van bhejo jaldi address par please madad karo.,REQUEST_POLICE_EMERGENCY_HELP,hinglish,conversational_augmented
they subject us to discrimination and untouchability practices please do something quickly.,DISCRIMINATION_CASTE_VULNERABILITY,en,conversational_augmented
Sir... please dispatch police to my location immediately I am telling the truth.,REQUEST_POLICE_EMERGENCY_HELP,en,conversational_augmented
"I need an ambulance immediately, severe bleeding",MEDICAL_EMERGENCY,en,direct_seed
I am scared because he is outside my house jaldi kuch kijiye.,IMMEDIATE_PHYSICAL_DANGER,hinglish,conversational_augmented
Sir... the victim is a differently-abled person unable to run please do something quickly.,CHILD_ELDERLY_DISABILITY_VULNERABILITY,en,conversational_augmented
सर... कभी वो शांत हो जाता है कभी अचानक हमला कर देता है तुरंत मदद चाहिए।,CONTRADICTORY_CHANGING_SITUATION,hi,conversational_augmented
apne aap ko hurt karne ka man kar raha hai mujhe samajh nahi aa raha kya karu.,SELF_HARM_CONCERN,hinglish,conversational_augmented
apni jaan le lungi agar aisa hi chalta raha mai sach bol raha hu.,SELF_HARM_CONCERN,hinglish,conversational_augmented
he sent non-consensual explicit photos are you listening?,SEXUAL_VIOLENCE_HARASSMENT,en,conversational_augmented
प्लीज... अश्लील बातें और फोटो भेज रहा है जल्दी पुलिस भेजिए।,SEXUAL_VIOLENCE_HARASSMENT,hi,conversational_augmented
mai bohot pareshan hu... minor child ki safety at high risk right now kya aap sun rahe ho?,CHILD_ELDERLY_DISABILITY_VULNERABILITY,hinglish,conversational_augmented
दरवाजा तोड़ने की कोशिश कर रहा है कोई,IMMEDIATE_PHYSICAL_DANGER,hi,direct_seed
I cannot continue living like this are you listening?,SELF_HARM_CONCERN,en,conversational_augmented
मैं बहुत परेशान हूं... सामूहिक रूप से हम पर दबाव बनाया जा रहा है,SOCIAL_COMMUNITY_PRESSURE,hi,conversational_augmented
hello... wo log mere sath bhed bhav aur chhuachhoot kar rahe hain jaldi kuch kijiye.,DISCRIMINATION_CASTE_VULNERABILITY,hinglish,conversational_augmented
Please listen... I feel like committing suicide I don't know what to do.,SELF_HARM_CONCERN,en,conversational_augmented
khatre me hu please send police right now,IMMEDIATE_PHYSICAL_DANGER,hinglish,direct_seed
हेल्प कीजिए... किराए के कमरे से जबरन सामान फेंक कर निकाल दिया,NO_SAFE_PLACE_HOMELESSNESS,hi,conversational_augmented
Officer... he attacked me with a blade and cut my arm please do something quickly.,PHYSICAL_VIOLENCE_INJURY,en,conversational_augmented
Please hear me... initially it seemed resolved but suddenly violence flared up again please do something quickly.,CONTRADICTORY_CHANGING_SITUATION,en,conversational_augmented
he hit me violently on my face please madad karo.,PHYSICAL_VIOLENCE_INJURY,hinglish,conversational_augmented
Officer... he tried to force himself onto me,SEXUAL_VIOLENCE_HARASSMENT,en,conversational_augmented
I am isolated in this house with zero support please send police now.,ISOLATION_NO_SUPPORT,en,conversational_augmented
he waits outside my workplace every evening watching me,STALKING_FOLLOWING,en,conversational_augmented
मैडम... घर से निकाल दिया गया है सड़क पर बैठी हूं तुरंत मदद चाहिए।,NO_SAFE_PLACE_HOMELESSNESS,hi,conversational_augmented
प्लीज... रहने का कोई ठिकाना नहीं है बेघर हो गई हूं,NO_SAFE_PLACE_HOMELESSNESS,hi,conversational_augmented
Excuse me... he tried to strangle my neck please send police now.,PHYSICAL_VIOLENCE_INJURY,en,conversational_augmented
Officer... I don't know the exact landmark around me please help immediately.,UNCERTAINTY_UNCLEAR_INFO,en,conversational_augmented
हर जगह मेरा पीछा करके वीडियो बनाता है मैं सच कह रहा हूं।,STALKING_FOLLOWING,hi,conversational_augmented
कृपया ध्यान दीजिए... रो-रो कर बुरा हाल है बहुत डर है प्लीज कुछ कीजिए।,FEAR_DISTRESS_PANIC,hi,conversational_augmented
कृपया ध्यान दीजिए... मजबूर कर रहा है गैरकानूनी काम करने के लिए,COERCION_BLACKMAIL,hi,conversational_augmented
प्लीज... अपनी जान दे दूंगी मैं जल्दी पुलिस भेजिए।,SELF_HARM_CONCERN,hi,conversational_augmented
Excuse me... he attacked me with a blade and cut my arm please send police now.,PHYSICAL_VIOLENCE_INJURY,en,conversational_augmented
he physically assaulted me and I am injured please do something quickly.,PHYSICAL_VIOLENCE_INJURY,en,conversational_augmented
sir... bachhe dar ke maare ro rahe hain,FEAR_DISTRESS_PANIC,hinglish,conversational_augmented
Sir... he attempted to sexually assault me are you listening?,SEXUAL_VIOLENCE_HARASSMENT,en,conversational_augmented
मैं बहुत परेशान हूं... पहले लगा कि सब ठीक है लेकिन अचानक फिर झगड़ा शुरू हो गया तुरंत मदद चाहिए।,CONTRADICTORY_CHANGING_SITUATION,hi,conversational_augmented
I am stranded on the roadside with nowhere to sleep,NO_SAFE_PLACE_HOMELESSNESS,en,conversational_augmented
bohot pareshan hu dar lag raha hai send help immediately.,FEAR_DISTRESS_PANIC,hinglish,conversational_augmented
सुनिए... पारिवारिक प्रताड़ना असहनीय हो गई है मैं सच कह रहा हूं।,DOMESTIC_FAMILY_VIOLENCE,hi,conversational_augmented
sir... chest pain aur breathing difficulty ho rahi hai mai sach bol raha hu.,MEDICAL_EMERGENCY,hinglish,conversational_augmented
Help me... the situation is volatile and constantly shifting please do something quickly.,CONTRADICTORY_CHANGING_SITUATION,en,conversational_augmented
suniye... usne private photos leak karne ki blackmailing shuru kar di,COERCION_BLACKMAIL,hinglish,conversational_augmented
sir... dhamki deke gaya hai abhi thodi der pehle jaldi kuch kijiye.,THREAT_INTIMIDATION,hinglish,conversational_augmented
I need legal guidance and lawyer consultation please do something quickly.,REQUEST_COUNSELLING_LEGAL_MEDICAL,en,conversational_augmented
जातिसूचक गालियां देकर अपमानित किया गया,DISCRIMINATION_CASTE_VULNERABILITY,hi,conversational_augmented
Sir... someone is stalking and following me every day please send police now.,STALKING_FOLLOWING,en,conversational_augmented
sir... woh chala gaya hai ab koi danger nahi hai kya aap sun rahe ho?,CURRENT_SAFETY_REASSURANCE,hinglish,conversational_augmented
community elders are pressurizing us to withdraw the complaint are you listening?,SOCIAL_COMMUNITY_PRESSURE,en,conversational_augmented
madam... completely isolated and stranded without contacts jaldi kuch kijiye.,ISOLATION_NO_SUPPORT,hinglish,conversational_augmented
सुनिए... तुरंत पुलिस भेजिए यहां बहुत जरूरी है तुरंत मदद चाहिए।,REQUEST_POLICE_EMERGENCY_HELP,hi,conversational_augmented
नमस्ते... जीने की कोई वजह नहीं बची है,SELF_HARM_CONCERN,hi,conversational_augmented
hello... bahut ghabrahat ho rahi hai panic ho raha hai send help immediately.,FEAR_DISTRESS_PANIC,hinglish,conversational_augmented
severe blood loss and head injury need emergency care,MEDICAL_EMERGENCY,hinglish,conversational_augmented
नमस्ते... हमला करने आ रहा है अभी,IMMEDIATE_PHYSICAL_DANGER,hi,conversational_augmented
I am dreading what might happen next,FEAR_DISTRESS_PANIC,en,conversational_augmented
मैं बहुत परेशान हूं... ब्लैकमेल करके लगातार दबाव बना रहा है मुझे समझ नहीं आ रहा क्या करूं।,COERCION_BLACKMAIL,hi,conversational_augmented
help kijiye... mohalla wale milkar harrass kar rahe hain mai sach bol raha hu.,SOCIAL_COMMUNITY_PRESSURE,hinglish,conversational_augmented
Help me... my family members are physically abusing me,DOMESTIC_FAMILY_VIOLENCE,en,conversational_augmented
please... ghar me elderly parents hain jo bedridden hain,CHILD_ELDERLY_DISABILITY_VULNERABILITY,hinglish,conversational_augmented
Ma'am... he shoved me down the stairs violently I am telling the truth.,PHYSICAL_VIOLENCE_INJURY,en,conversational_augmented
Officer... I am trapped in an abusive marriage with constant violence please help immediately.,DOMESTIC_FAMILY_VIOLENCE,en,conversational_augmented
अरे... मैं अब और जीना नहीं चाहती,SELF_HARM_CONCERN,hi,conversational_augmented
no physical violence or threats occurred,NEUTRAL_NO_INDICATOR,en,conversational_augmented
roz ghar ke bahar khada rehta hai bike leke,STALKING_FOLLOWING,hinglish,conversational_augmented
suniye... community pressure banaya ja raha hai case wapas lene jaldi kuch kijiye.,SOCIAL_COMMUNITY_PRESSURE,hinglish,conversational_augmented
